Job_Title,Company_Name,Salary,Working_Status,Working_Type,Skills,Employee,Industry,Location,Date
Software Engineer,Behaviorally ,324208,Full-time,On-site,"['Python(ProgrammingLanguage)', 'AWSSageMaker', 'ArtificialIntelligence(AI)', 'ComputerScience', 'ComputerVision', 'DeepLearning', 'MLOps', 'MachineLearning', 'Mathematics', 'StatisticalLearning']",51-200 employees , Market Research," Teaneck, NJ",1 week ago
Data Scientist,Medix™ ,86000,Full-time,On-site,"['Biochemistry', 'Biology', 'ClinicalProtocols', 'GoodClinicalPractice(GCP)', 'Immunology', 'LaboratorySkills', 'Microbiology', 'MolecularBiology', 'PharmaceuticalSciences', 'Pre-clinicalStudies']","501-1,000 employees ", Staffing and Recruiting," Everett, WA",12 minutes ago
Data Scientist,Medix™ ,86000,Full-time,On-site,"['Biochemistry', 'Biology', 'ClinicalProtocols', 'GoodClinicalPractice(GCP)', 'Immunology', 'LaboratorySkills', 'Microbiology', 'MolecularBiology', 'PharmaceuticalSciences', 'Pre-clinicalStudies']","501-1,000 employees ", Staffing and Recruiting," Everett, WA",12 minutes ago
Software Engineer,Vida Health ,155000,Full-time,Remote,"['ProblemSolving', 'Chatbots', 'ComputerScience', 'DataScience', 'GoogleCloudPlatform(GCP)', 'NaturalLanguageProcessing(NLP)', 'PatternRecognition', 'SemanticSearch', 'SubjectIndexing', 'TensorFlow']","501-1,000 employees "," Health, Wellness & Fitness", United States,1 week ago
Data Scientist intern,Universal Orlando Resort ,69741,Full-time,On-site,"['Analytics', 'DataAnalytics', 'DataMining', 'DataScience', 'DataVisualization', 'DataWrangling', 'ExperimentalDesign', 'R(ProgrammingLanguage)', 'StatisticalAnalysis', 'Statistics']","10,001+ employees ", Entertainment Providers," Orlando, FL",1 week ago
Data Scientist intern,Universal Orlando Resort ,53234,Full-time,On-site,"['Analytics', 'DataAnalytics', 'DataMining', 'DataScience', 'DataVisualization', 'DataWrangling', 'ExperimentalDesign', 'R(ProgrammingLanguage)', 'StatisticalAnalysis', 'Statistics']","10,001+ employees ", Entertainment Providers," Orlando, FL",1 week ago
Data Engineer,Crew ,70000,Full-time,Remote,"['.NETFramework', 'ComputerScience', 'DataArchitecture', 'English', 'Mathematics', 'MicrosoftSQLServer', 'RDBMS', 'SQL', 'SQLServerIntegrationServices(SSIS)', 'Statistics']","1,001-5,000 employees ", Business Consulting and Services, Greater Minneapolis-St. Paul Area,2 weeks ago
Data Engineer,Crew ,70000,Full-time,Remote,"['.NETFramework', 'ComputerScience', 'DataArchitecture', 'English', 'Mathematics', 'MicrosoftSQLServer', 'RDBMS', 'SQL', 'SQLServerIntegrationServices(SSIS)', 'Statistics']","1,001-5,000 employees ", Business Consulting and Services, Greater Minneapolis-St. Paul Area,2 weeks ago
Software Engineer,Meta ,142000,Full-time,On-site,"['Python(ProgrammingLanguage)', 'Algorithms', 'Back-EndWebDevelopment', 'Benchmarking', 'ComputerEngineering', 'ComputerScience', 'MachineLearning', 'Programming', 'PyTorch', 'RecommenderSystems']","10,001+ employees ", Software Development," Seattle, WA Reposted  1 week ago",1 week ago
Software Engineer,Meta ,142000,Full-time,On-site,"['Python(ProgrammingLanguage)', 'Algorithms', 'Back-EndWebDevelopment', 'Benchmarking', 'ComputerEngineering', 'ComputerScience', 'MachineLearning', 'Programming', 'PyTorch', 'RecommenderSystems']","10,001+ employees ", Software Development," Seattle, WA Reposted  1 week ago",1 week ago
Software Engineer,Cyberjin ,237749,Full-time,Remote,"['CodeReview', 'Debugging', 'DesignReview', 'ElectronicControlSystems', 'EmbeddedSoftware', 'EmbeddedSystems', 'Firmware', 'MotionControl', 'SoftwareConfigurationManagement', 'SoftwareDevelopment']",11-50 employees ," Technology, Information and Internet"," Greenbelt, MD",2 weeks ago
Data Engineer,Algo Capital Group ,375000,Full-time,Hybrid,"['Python(ProgrammingLanguage)', 'AssetManagement', 'ComputerScience', 'DataEngineering', 'DataScience', 'DockerProducts', 'ETLTools', 'Kubernetes', 'Linux', 'SQL']",11-50 employees , Staffing and Recruiting, New York City Metropolitan Area,1 week ago
Software Engineer,Infomedia ,89804,Full-time,Hybrid,[],201-500 employees , Software Development," Atlanta, GA",15 minutes ago
,"Comfort & Hays Electric, Inc. ",286429,Full-time,On-site,"['Budgeting', 'BusinessAcumen', 'ElectricalConstruction', 'Management', 'ProjectCloseout', 'ProjectImplementation', 'ProjectManagement', 'ProjectPlanning', 'Submittals', 'Switchgear']",,," Upland, CA",6 days ago
Data Engineer,ampliFI Loyalty Solutions ,23785,Full-time,Remote,"['Java', 'Python(ProgrammingLanguage)', 'AmazonKinesis', 'AmazonWebServices(AWS)', 'ApacheSpark', 'ComputerScience', 'Linux', 'Mathematics', 'Terraform', 'Unix']",51-200 employees , Financial Services," Naperville, IL",1 week ago
,The CRM Firm ,162427,Full-time,Remote,"['Consulting', 'SalesforceAutomation', 'SalesforceSalesCloud', 'Salesforce.com', 'Salesforce.comConsulting', 'Salesforce.comImplementation']",11-50 employees,, United States,6 days ago
,Seaman Schepps and Co. Inc ,187073,Full-time,On-site,"['Communication', 'ComputerLiteracy', 'Decision-Making', 'Luxury', 'Operations', 'OralCommunication', 'OrganizationSkills', 'Retail', 'StrategicThinking', 'WorkingExperience']",11-50 employees,," New York, NY",1 week ago
Software Engineer,Canonical ,297777,Full-time,Remote,"['AnalyticalSkills', 'Communication', 'CustomerSupport', 'English', 'LinuxKernel', 'SystemAdministration', 'TechnicalSupport', 'TicketingSystems', 'Troubleshooting', 'WrittenCommunication']","501-1,000 employees ", Software Development," Fresno, CA",1 week ago
,"Tier 1 Utility Design, Inc. ",140000,Full-time,Hybrid,[],51-200 employees , IT Services and IT Consulting," Reading, PA",1 week ago
,California Department of State Hospitals ,226376,Full-time,On-site,"['Communication', 'ComplexAnalysis', 'CustomerService', 'ITManagement', 'InformationTechnology', 'NetworkAdministration', 'ProjectManagement', 'SystemAdministration', 'Troubleshooting']","10,001+ employees ", Hospitals and Health Care," Long Beach, CA",1 week ago
,California Department of State Hospitals ,86229,Full-time,On-site,"['Communication', 'ComplexAnalysis', 'CustomerService', 'ITManagement', 'InformationTechnology', 'NetworkAdministration', 'ProjectManagement', 'SystemAdministration', 'Troubleshooting']","10,001+ employees ", Hospitals and Health Care," Long Beach, CA",1 week ago
Software Engineer,MANDO TECHNOLOGIES INC ,345574,Full-time,On-site,"['Python(ProgrammingLanguage)', 'Airflow', 'Algorithms', 'DataManipulation', 'DockerProducts', 'Gitlab', 'MachineLearning']",51-200 employees , IT Services and IT Consulting," Frisco, TX",1 week ago
Software Engineer,MANDO TECHNOLOGIES INC ,110000,Full-time,On-site,"['Python(ProgrammingLanguage)', 'Airflow', 'Algorithms', 'DataManipulation', 'DockerProducts', 'Gitlab', 'MachineLearning']",51-200 employees , IT Services and IT Consulting," Frisco, TX",1 week ago
Data Engineer,Diverse Lynx ,170518,Full-time,Remote,"['AWSGlue', 'AWSLambda', 'BigData', 'CascadingStyleSheets(CSS)', 'DataAnalytics', 'DataEngineering', 'DataScience', 'Databases', 'Extract', 'Transform', 'Load(ETL)', 'MicrosoftPowerBI']","1,001-5,000 employees ", Software Development, United States,10 hours ago
Data Engineer,Diverse Lynx ,45763,Full-time,Remote,"['AWSGlue', 'AWSLambda', 'BigData', 'CascadingStyleSheets(CSS)', 'DataAnalytics', 'DataEngineering', 'DataScience', 'Databases', 'Extract', 'Transform', 'Load(ETL)', 'MicrosoftPowerBI']","1,001-5,000 employees ", Software Development, United States,10 hours ago
Data Analyst,Codeworks IT Careers  ,89532,Full-time,Hybrid,[],201-500 employees , IT Services and IT Consulting," Milwaukee, WI",2 weeks ago
Data Analyst,Codeworks IT Careers  ,108413,Full-time,Hybrid,"['BusinessRequirements', 'DataArchitecture', 'DataLineage', 'DataModeling', 'DataProfiling', 'ER/Studio', 'Extract', 'Transform', 'Load(ETL)', 'RelationalDataModeling', 'TechnicalDesign', 'TechnicalRequirements']",201-500 employees , IT Services and IT Consulting," Milwaukee, WI",2 weeks ago
Software Engineer,Madhive ,225000,Full-time,Remote,"['BigTable', 'GoogleBigQuery', 'GoogleCloudDataflow', 'Kubernetes', 'MachineLearning', 'TensorFlow']",51-200 employees , Advertising Services," New York, NY",2 weeks ago
Software Engineer,Madhive ,225000,Full-time,Remote,"['BigTable', 'GoogleBigQuery', 'GoogleCloudDataflow', 'Kubernetes', 'MachineLearning', 'TensorFlow']",51-200 employees , Advertising Services," New York, NY",2 weeks ago
Software Engineer,Canonical ,198712,Full-time,Remote,"['Python(ProgrammingLanguage)', 'AgileSoftwareDevelopment', 'AudioEngineering', 'ComputerScience', 'EngineeringDesign', 'LinuxSystemAdministration', 'Programming', 'PublicCloud', 'SoftwareDevelopment', 'SourceOperations']","501-1,000 employees ", Software Development," Atlanta, GA",1 week ago
Software Engineer,Meta ,173500,Full-time,On-site,"['C++', 'Java', 'C(ProgrammingLanguage)', 'C#', 'ComputerEngineering', 'ComputerScience', 'Programming', 'ProgrammingLanguages', 'SoftwareDevelopment', 'Vulnerability']","10,001+ employees ", Software Development," Seattle, WA Reposted  4 days ago",4 days ago
Data Engineer,Selby Jennings ,101787,Full-time,Hybrid,"['Python(ProgrammingLanguage)', 'Airflow', 'Fixed-IncomeInvesting', 'Git', 'GlobalMacro', 'Jenkins', 'Plotly', 'SQL', 'SQLDatabaseAdministration', 'TimeSeriesAnalysis']","1,001-5,000 employees ", Professional Services," New York, NY",1 week ago
Data Engineer,Tandym Group ,177000,Full-time,Remote,"['AmazonRedshift', 'Athena', 'Communication', 'ComputerScience', 'DataEngineering', 'DataQuality', 'Datasets', 'Extract', 'Transform', 'Load(ETL)', 'Presto', 'UnstructuredData']",201-500 employees , Staffing and Recruiting," Seattle, WA",2 weeks ago
Data Engineer,Tandym Group ,196731,Full-time,Remote,"['AmazonRedshift', 'Athena', 'Communication', 'ComputerScience', 'DataEngineering', 'DataQuality', 'Datasets', 'Extract', 'Transform', 'Load(ETL)', 'Presto', 'UnstructuredData']",201-500 employees , Staffing and Recruiting," Seattle, WA",2 weeks ago
Data Scientist,Cognizant ,110110,Full-time,Remote,"['C++', 'Java', 'Python(ProgrammingLanguage)', 'DataModeling', 'DataScience', 'Hadoop', 'PredictiveModeling', 'ProgrammingLanguages', 'QuantitativeAnalytics', 'SQL']","10,001+ employees ", IT Services and IT Consulting," Texas, United States",1 week ago
Data Scientist intern,Cyberjin ,61532,Full-time,Remote,"['ComputerScience', 'Programming']",11-50 employees ," Technology, Information and Internet"," Washington, DC",10 hours ago
Data Scientist,Booz Allen Hamilton ,95500,Full-time,On-site,"['DataAnalytics', 'DataCleaning', 'DataMining', 'DataScience', 'DataVisualization', 'Gurobi', 'NaturalLanguageProcessing(NLP)', 'PatternRecognition', 'Plotly', 'Seaborn']","10,001+ employees ", IT Services and IT Consulting," Chantilly, VA Reposted  10 hours ago",10 hours ago
Data Scientist,Booz Allen Hamilton ,95500,Full-time,On-site,"['DataAnalytics', 'DataCleaning', 'DataMining', 'DataScience', 'DataVisualization', 'Gurobi', 'NaturalLanguageProcessing(NLP)', 'PatternRecognition', 'Plotly', 'Seaborn']","10,001+ employees ", IT Services and IT Consulting," Chantilly, VA Reposted  10 hours ago",10 hours ago
,Canisius University ,85000,Full-time,On-site,"['ProceduralProgramming', 'BusinessAnalytics', 'Communication', 'ExternalRelations', 'InternationalRelations', 'Messaging', 'Presentations', 'Project-basedLearning', 'RecruitmentManagement', 'Yield']","501-1,000 employees",," Buffalo, NY",1 week ago
,"4A Consulting, LLC ",12628,Full-time,On-site,"['C#', 'ITIL', 'MicrosoftAzure', 'OracleDatabase', 'QlikSense', 'SQL', 'SharePoint', 'SoftwareDevelopment', 'VisualBasic', 'VisualBasic.NET(VB.NET)']",11-50 employees , IT Services and IT Consulting," Maryland, United States",5 days ago
Data Engineer,Roth Staffing ,251876,Full-time,Remote,"['AdobeAcrobat', 'AutoCAD', 'Communication', 'CustomerService', 'DataCenters', 'ElectricalEngineering', 'MechanicalEngineering', 'MicrosoftOffice', 'Multitasking', 'Revit']","501-1,000 employees ", Staffing and Recruiting," San Jose, CA",2 weeks ago
,"Kalb Industries of Nevada, Ltd. ",85000,Full-time,On-site,"['Business', 'BusinessAcumen', 'JobSkills', 'Management', 'ProjectTeams', 'WorkingExperience']",11-50 employees,," Las Vegas, NV",1 week ago
Software Engineer,Lockheed Martin ,27469,Full-time,On-site,"['ArtificialIntelligence(AI)', 'ComputerScience', 'DataEngineering', 'DataScience', 'DeepLearning', 'MachineLearning', 'MachineLearningAlgorithms', 'NaturalLanguageProcessing(NLP)', 'OpenCV', 'PatternRecognition']","10,001+ employees ", Defense and Space Manufacturing," King of Prussia, PA",1 week ago
,MedComms Experts ,245221,Full-time,Hybrid,"['Budgeting', 'Business', 'BusinessAcumen', 'JobSkills', 'Management', 'ProjectImplementation', 'ProjectManagement', 'ProjectPlanning', 'ProjectTeams', 'WorkingExperience']",51-200 employees,," New York, NY",1 week ago
,Core States Group ,127546,Full-time,Hybrid,"['ProblemSolving', 'AutoCAD', 'Enscape', 'FF&E', 'InteriorDesign', 'MicrosoftExcel', 'MicrosoftOutlook', 'MicrosoftPowerPoint', 'Multitasking', 'TimeManagement']","501-1,000 employees ", Architecture and Planning, Greater Philadelphia,1 week ago
Data Scientist,Vial ,155000,Full-time,Remote,"['BayesianOptimization', 'Chemistry', 'Communication', 'ComputerScience', 'DataScience', 'DrugDiscovery', 'MachineLearning', 'Optimization', 'OralCommunication', 'PatternRecognition']",51-200 employees , Biotechnology Research," Canada, NC",2 weeks ago
Data Scientist,Vial ,155000,Full-time,Remote,"['BayesianOptimization', 'Chemistry', 'Communication', 'ComputerScience', 'DataScience', 'DrugDiscovery', 'MachineLearning', 'Optimization', 'OralCommunication', 'PatternRecognition']",51-200 employees , Biotechnology Research," Canada, NC",2 weeks ago
Data Scientist,Sartre Group ,105631,Full-time,On-site,[],11-50 employees , Staffing and Recruiting," New York, United States",2 weeks ago
Data Scientist,Sartre Group ,255509,Full-time,On-site,"['AnalyticalSkills', 'Python(ProgrammingLanguage)', 'Communication', 'Compensation', 'DataScience', 'English', 'PresentationSkills', 'ProgrammingLanguages', 'QuantitativeAnalytics', 'SQL']",11-50 employees , Staffing and Recruiting," New York, United States",2 weeks ago
Data Engineer,Finfare ,14750,Full-time,On-site,"['BigData', 'DataArchitecture', 'DataEngineering', 'DataExtraction', 'DataModeling', 'DataModels', 'DataWarehousing', 'DatabaseDesign', 'Databases', 'SQL']",51-200 employees , Financial Services," Irvine, CA",2 weeks ago
Data Engineer,Finfare ,120000,Full-time,On-site,"['BigData', 'DataArchitecture', 'DataEngineering', 'DataExtraction', 'DataModeling', 'DataModels', 'DataWarehousing', 'DatabaseDesign', 'Databases', 'SQL']",51-200 employees , Financial Services," Irvine, CA",2 weeks ago
Software Engineer,SLB ,347869,Full-time,Hybrid,"['AppliedMathematics', 'ClusterAnalysis', 'ComputerScience', 'DataProcessing', 'DataScience', 'MachineLearning', 'NaturalLanguageProcessing(NLP)', 'NeuralNetworks', 'PatternRecognition', 'SpeechRecognition']","10,001+ employees "," Technology, Information and Internet"," Houston, TX",1 week ago
Software Engineer,SLB ,161390,Full-time,Hybrid,"['AppliedMathematics', 'ClusterAnalysis', 'ComputerScience', 'DataProcessing', 'DataScience', 'MachineLearning', 'NaturalLanguageProcessing(NLP)', 'NeuralNetworks', 'PatternRecognition', 'SpeechRecognition']","10,001+ employees "," Technology, Information and Internet"," Houston, TX",1 week ago
Software Engineer,Brooksource ,314277,Full-time,On-site,[],"1,001-5,000 employees ", IT Services and IT Consulting," Littleton, CO",1 week ago
Software Engineer intern,"BAE Systems, Inc. ",50000,Full-time,Hybrid,"['CMake', 'ComputerEngineering', 'ComputerScience', 'DataFeeds', 'DataScience', 'JavaScript', 'NetBeans', 'Pycharm', 'SoftwareDesign', 'SoftwareDevelopment']","10,001+ employees ", Defense and Space Manufacturing," Durham, NC",1 week ago
Software Engineer intern,"BAE Systems, Inc. ",50000,Full-time,Hybrid,"['CMake', 'ComputerEngineering', 'ComputerScience', 'DataFeeds', 'DataScience', 'JavaScript', 'NetBeans', 'Pycharm', 'SoftwareDesign', 'SoftwareDevelopment']","10,001+ employees ", Defense and Space Manufacturing," Durham, NC",1 week ago
Data Analyst,Anblicks ,26840,Full-time,On-site,"['Python(ProgrammingLanguage)', 'ComputerScience', 'DataAnalysis', 'JSON', 'Jupyter', 'Mathematics', 'ReportBuilding', 'Reporting', 'SQL', 'Teamwork']","501-1,000 employees ", IT Services and IT Consulting," Dallas, TX",1 week ago
Data Engineer,Insight Global ,234019,Full-time,Remote,"['Python(ProgrammingLanguage)', 'Databases', 'MicrosoftPowerApps', 'MicrosoftPowerAutomate', 'MicrosoftPowerBI', 'Programming', 'SQL', 'SharePoint', 'VisualBasic', 'VisualBasicforApplications(VBA)']","1,001-5,000 employees ", Staffing and Recruiting," Pittsburgh, PA",1 week ago
Data Engineer,Insight Global ,132686,Full-time,Remote,"['Python(ProgrammingLanguage)', 'Databases', 'MicrosoftPowerApps', 'MicrosoftPowerAutomate', 'MicrosoftPowerBI', 'Programming', 'SQL', 'SharePoint', 'VisualBasic', 'VisualBasicforApplications(VBA)']","1,001-5,000 employees ", Staffing and Recruiting," Pittsburgh, PA",1 week ago
Data Scientist,Salesforce ,146000,Full-time,Remote,"['ProblemSolving', 'Python(ProgrammingLanguage)', 'ComputerScience', 'DataProducts', 'DataScience', 'DeepLearning', 'HighPerformanceComputing(HPC)', 'PatternRecognition', 'SQL', 'TimeSeriesForecasting']","10,001+ employees ", Software Development," San Francisco, CA",1 week ago
,Genesis10 ,194747,Full-time,Hybrid,"['AnalyticalSkills', 'Java', 'Python(ProgrammingLanguage)', 'ApplicationDevelopment', 'Communication', 'ComputerScience', 'Debugging', 'Scripting', 'SystemArchitecture', 'TargetProcess']","1,001-5,000 employees ", IT Services and IT Consulting," Charlotte, NC",1 day ago
Data Analyst,Meta ,140000,Full-time,On-site,"['AnalyticalSkills', 'Analytics', 'Compensation', 'Dashboards', 'DataAnalytics', 'DataModels', 'DataScience', 'DataVisualization', 'RelationalDatabases', 'VisualBasicforApplications(VBA)']","10,001+ employees ", Software Development," New York, NY Reposted  1 week ago",1 week ago
Data Analyst,Meta ,140000,Full-time,On-site,"['AnalyticalSkills', 'Analytics', 'Compensation', 'Dashboards', 'DataAnalytics', 'DataModels', 'DataScience', 'DataVisualization', 'RelationalDatabases', 'VisualBasicforApplications(VBA)']","10,001+ employees ", Software Development," New York, NY Reposted  1 week ago",1 week ago
,Crider Foods ,259951,Full-time,On-site,"['BusinessInsights', 'CategoryInsights', 'ConsumerPackagedGoods(CPG)', 'IRIdata', 'InforEnterpriseResourcePlanning(ERP)', 'MarketAnalysis', 'NielsenData', 'PricingAnalysis', 'SkillDevelopment', 'VBAExcel']","501-1,000 employees",," Twin City, GA",43 minutes ago
,"SCHMIDT & STACY Consulting Engineers, Inc ",31684,Full-time,On-site,"['ProblemSolving', 'AdobeAcrobat', 'Communication', 'Follow-throughSkills', 'MicrosoftExcel', 'MicrosoftOutlook', 'MicrosoftPowerPoint', 'MicrosoftWord', 'OrganizationSkills', 'Teamwork']",,," Dallas, TX",1 week ago
Data Engineer,Iodine Software ,205224,Full-time,Remote,"['Java', 'Python(ProgrammingLanguage)', 'DataPipelines', 'DockerProducts', 'KafkaStreams', 'Kubernetes', 'MLOps', 'SQL', 'Triton']",201-500 employees , Software Development," Austin, TX",2 weeks ago
,E.S. Kluft & Company ,239332,Full-time,On-site,"['Creativity', 'Innovation', 'MicrosoftOffice', 'ProductDesign', 'ProductDevelopment', 'ProductLines', 'ProductManagement', 'ProductSpecification', 'SkillDevelopment', 'SkilledMulti-tasker', 'TechnicalSpecs']",201-500 employees,," Grand Prairie, TX",1 week ago
Software Engineer,Canonical ,377838,Full-time,Remote,"['AnalyticalSkills', 'Communication', 'CustomerSupport', 'English', 'LinuxKernel', 'SystemAdministration', 'TechnicalSupport', 'TicketingSystems', 'Troubleshooting', 'WrittenCommunication']","501-1,000 employees ", Software Development," Waterloo, CA",1 week ago
Data Engineer,Apex Systems ,297679,Full-time,On-site,[],"1,001-5,000 employees ", IT Services and IT Consulting," Sterling, VA",1 week ago
,The Berlin Steel Construction Company ,9398,Full-time,On-site,"['Budgeting', 'ConstructionManagement', 'ProjectImplementation', 'ProjectManagement', 'ProjectPlanning', 'WorkingExperience']",201-500 employees,," West Chester, PA",1 week ago
,The Berlin Steel Construction Company ,288128,Full-time,On-site,"['Budgeting', 'ConstructionManagement', 'ProjectImplementation', 'ProjectManagement', 'ProjectPlanning', 'WorkingExperience']",201-500 employees,," West Chester, PA",1 week ago
,The Berlin Steel Construction Company ,121723,Full-time,On-site,"['Budgeting', 'ConstructionManagement', 'ProjectImplementation', 'ProjectManagement', 'ProjectPlanning', 'WorkingExperience']",201-500 employees,," West Chester, PA",1 week ago
,DISYS ,73240,Full-time,Hybrid,[],"1,001-5,000 employees ", IT Services and IT Consulting," New York, NY",1 week ago
Software Engineer,UPS ,132238,Full-time,On-site,"['ApplicationDevelopment', 'CascadingStyleSheets(CSS)', 'CoreJava', 'SoftwareDevelopment', 'VisualBasic.NET(VB.NET)']","10,001+ employees "," Transportation, Logistics, Supply Chain and Storage"," Parsippany, NJ",5 hours ago
Software Engineer,UPS ,56331,Full-time,On-site,"['ApplicationDevelopment', 'CascadingStyleSheets(CSS)', 'CoreJava', 'SoftwareDevelopment', 'VisualBasic.NET(VB.NET)']","10,001+ employees "," Transportation, Logistics, Supply Chain and Storage"," Parsippany, NJ",5 hours ago
Software Engineer,UPS ,267459,Full-time,On-site,"['ApplicationDevelopment', 'CascadingStyleSheets(CSS)', 'CoreJava', 'SoftwareDevelopment', 'VisualBasic.NET(VB.NET)']","10,001+ employees "," Transportation, Logistics, Supply Chain and Storage"," Parsippany, NJ",5 hours ago
Data Analyst,Costco Wholesale ,167500,Full-time,Hybrid,"['Analytics', 'AzureDatabricks', 'BuildStrongRelationships', 'BusinessRequirements', 'Communication', 'Costco', 'DataScience', 'DataStrategies', 'ProjectPlans', 'PySpark']","10,001+ employees ", Retail," Dallas, TX",1 week ago
Data Analyst,Costco Wholesale ,167500,Full-time,Hybrid,"['Analytics', 'AzureDatabricks', 'BuildStrongRelationships', 'BusinessRequirements', 'Communication', 'Costco', 'DataScience', 'DataStrategies', 'ProjectPlans', 'PySpark']","10,001+ employees ", Retail," Dallas, TX",1 week ago
Data Engineer,Alight Solutions ,130500,Full-time,Remote,"['AmazonRedshift', 'Analytics', 'BusinessRequirements', 'DataAnalytics', 'DataArchitecture', 'DataModeling', 'DataScience', 'DataVisualization', 'InterpersonalCommunication', 'QueryResolution']","10,001+ employees ", IT Services and IT Consulting," Lincolnshire, IL",1 week ago
Software Engineer,Cyberjin ,264714,Full-time,Remote,[],11-50 employees ," Technology, Information and Internet"," Linthicum Heights, MD",2 weeks ago
Data Engineer,Fidelity TalentSource ,216454,Full-time,Hybrid,[],"1,001-5,000 employees ", Staffing and Recruiting," Durham, NC",2 weeks ago
Data Engineer,Fidelity TalentSource ,224941,Full-time,Hybrid,"['Python(ProgrammingLanguage)', 'AgileMethodologies', 'AmazonWebServices(AWS)', 'ComputerScience', 'ContinuousIntegration(CI)', 'DataWarehousing', 'Jenkins', 'RESTAPIs', 'SQL', 'Snowflake']","1,001-5,000 employees ", Staffing and Recruiting," Durham, NC",2 weeks ago
Data Analyst,The Intersect Group ,65000,Full-time,Hybrid,[],"501-1,000 employees ", Staffing and Recruiting," Denver, CO",1 week ago
Data Analyst,The Intersect Group ,65000,Full-time,Hybrid,"['BusinessIntelligence(BI)', 'BusinessIntelligenceTools', 'DataAnalytics', 'DataMining', 'JavaScript', 'ProgrammingLanguages', 'SQL', 'SkillDevelopment', 'SystemDevelopment', 'Tableau']","501-1,000 employees ", Staffing and Recruiting," Denver, CO",1 week ago
Software Engineer,Stealth Startup ,85785,Full-time,Hybrid,"['DataMining', 'DataScience', 'Growth-Oriented', 'Investing', 'MachineLearning', 'MachineTools', 'PatternRecognition', 'PerformanceMotivation', 'Resiliency', 'Teamwork']",11-50 employees ," Technology, Information and Internet", San Francisco Bay Area,1 week ago
Software Engineer,Apple ,235500,Full-time,On-site,"['ProblemSolving', 'Algorithms', 'ArtificialIntelligence(AI)', 'ComputerScience', 'DataProcessing', 'DataScience', 'DeepLearning', 'MachineLearningAlgorithms', 'Objective-C', 'PatternRecognition']","10,001+ employees ", Computers and Electronics Manufacturing," Cupertino, CA  11 hours ago",11 hours ago
Data Engineer,Finxact ,196338,Full-time,On-site,"['Java', 'Python(ProgrammingLanguage)', 'Git', 'Hadoop', 'JSON', 'Kubernetes', 'PostgreSQL', 'SQL', 'Scala', 'XML']",51-200 employees , Financial Services," Jacksonville, FL",2 weeks ago
Data Engineer,Finxact ,158702,Full-time,On-site,"['Java', 'Python(ProgrammingLanguage)', 'Git', 'Hadoop', 'JSON', 'Kubernetes', 'PostgreSQL', 'SQL', 'Scala', 'XML']",51-200 employees , Financial Services," Jacksonville, FL",2 weeks ago
,NICHE architecture + interiors ,281543,Full-time,On-site,"['Architecture', 'BuildingPerformance', 'Compensation', 'Construction', 'Design', 'NewHomes', 'PerformanceMotivation', 'ResidentialArchitecture', 'ResidentialDesign', 'Revit']",,," Holliston, MA",1 week ago
Data Scientist,Lehigh University ,83769,Full-time,On-site,"['AppliedMathematics', 'AppliedSciences', 'Biostatistics', 'ComputerScience', 'DataScience', 'Engineering', 'HigherEducation', 'PopulationHealth', 'Statistics', 'Teaching']","1,001-5,000 employees",," Bethlehem, PA",1 week ago
Software Engineer,Immersive Wisdom ,390409,Full-time,On-site,"['.NETFramework', 'C(ProgrammingLanguage)', 'C#', 'CodeReview', 'GeospatialData', 'Model-View-Controller(MVC)', 'Model-view-viewmodel(MVVM)', 'Object-OrientedProgramming(OOP)', 'SoftwareTesting', 'Tiling']",11-50 employees,," Fayetteville, North Carolina Metropolitan Area",1 week ago
,"Car Capital Technologies, Inc. ",117777,Full-time,On-site,[],11-50 employees,," Dallas, TX",1 week ago
Software Engineer,GAMA-1 Technologies ,7526,Full-time,Remote,[],51-200 employees , Information Technology & Services," Silver Spring, MD",1 week ago
,E.S. Kluft & Company ,169168,Full-time,On-site,"['Creativity', 'Innovation', 'MicrosoftOffice', 'PresentationSkills', 'ProductDesign', 'ProductDevelopment', 'ProductManagement', 'ProductSpecification', 'ProjectManagement', 'SkilledMulti-tasker', 'TechnicalSpecs']",201-500 employees,," Rancho Cucamonga, CA",1 week ago
Data Engineer,Swisher ,231121,Full-time,On-site,"['ProblemSolving', 'ComputerScience', 'DataMarts', 'DataSt', 'ards', 'Debugging']","1,001-5,000 employees ", Manufacturing," Jacksonville, FL",2 weeks ago
Data Engineer,Swisher ,14957,Full-time,On-site,"['ProblemSolving', 'ComputerScience', 'DataMarts', 'DataSt', 'ards', 'Debugging']","1,001-5,000 employees ", Manufacturing," Jacksonville, FL",2 weeks ago
,Celebal Technologies ,70000,Full-time,Remote,"['AnalyticalSkills', 'AzureDataLake', 'DataAnalysis', 'DataArchitecture', 'DataLakes', 'DatabaseDesign', 'MicrosoftPowerBI', 'MicrosoftSQLServer', 'SQL', 'SQLServerIntegrationServices(SSIS)']","1,001-5,000 employees ", Information Technology & Services," Dallas, TX",1 week ago
Data Engineer,LTIMindtree ,350565,Full-time,On-site,"['Python(ProgrammingLanguage)', 'AmazonEC2', 'AmazonWebServices(AWS)', 'ApacheSpark', 'AzureDatabricks', 'CloudApplications', 'DataMigration', 'PySpark', 'SQL', 'Snowflake']","10,001+ employees ", IT Services and IT Consulting," Hartford, CT",2 weeks ago
